ID,marital,housing,loan,contact,y
21828,divorced,no,no,cellular,否
21829,married,yes,no,cellular,否
21830,married,yes,no,cellular,否
21831,married,yes,no,cellular,否
21832,married,no,no,cellular,否
21833,single,yes,no,unknown,否
21834,married,yes,yes,cellular,否
21835,single,no,no,cellular,否
21836,married,yes,no,cellular,否
21837,divorced,no,no,unknown,否
21838,married,yes,no,cellular,否
21839,married,yes,no,cellular,否
21840,married,no,no,cellular,否
21841,single,yes,no,unknown,否
21842,single,yes,no,cellular,否
21843,married,no,no,telephone,否
21844,married,no,no,cellular,否
21845,married,no,no,cellular,否
21846,married,no,no,unknown,否
21847,married,yes,no,unknown,否
21848,married,yes,no,telephone,否
21849,married,no,no,unknown,否
21850,married,yes,no,cellular,否
21851,married,no,no,cellular,否
21852,married,no,no,cellular,否
21853,married,yes,no,cellular,否
21854,single,yes,no,unknown,否
21855,married,no,no,cellular,否
21856,married,yes,no,cellular,否
21857,married,no,no,unknown,否
21858,single,yes,no,cellular,否
21859,married,no,no,cellular,否
21860,married,yes,no,unknown,否
21861,married,yes,no,cellular,否
21862,married,no,no,telephone,否
21863,married,yes,no,unknown,否
21864,single,no,no,cellular,否
21865,single,yes,no,cellular,否
21866,married,no,yes,cellular,否
21867,married,no,no,cellular,否
21868,married,no,no,cellular,否
21869,married,no,no,cellular,否
21870,married,yes,no,unknown,否
21871,married,yes,no,cellular,否
21872,married,no,no,cellular,否
21873,married,yes,no,unknown,否
21874,married,yes,yes,cellular,否
21875,single,yes,yes,unknown,否
21876,married,no,no,cellular,否
21877,married,no,no,cellular,否
21878,single,yes,no,unknown,否
21879,divorced,yes,no,unknown,否
21880,single,yes,no,cellular,否
21881,married,no,no,unknown,否
21882,married,yes,yes,cellular,否
21883,single,yes,no,cellular,否
21884,divorced,no,no,unknown,否
21885,married,yes,yes,cellular,否
21886,married,yes,no,unknown,否
21887,divorced,yes,no,cellular,否
21888,divorced,no,no,cellular,否
21889,married,yes,no,unknown,否
21890,divorced,yes,no,cellular,否
21891,married,yes,no,unknown,否
21892,single,yes,yes,cellular,否
21893,married,yes,no,unknown,否
21894,married,no,yes,cellular,否
21895,married,yes,yes,unknown,否
21896,married,yes,no,unknown,否
21897,married,yes,no,unknown,否
21898,married,yes,no,unknown,否
21899,married,yes,no,cellular,否
21900,married,yes,no,cellular,否
21901,married,yes,no,unknown,否
21902,divorced,yes,no,cellular,否
21903,married,yes,yes,unknown,否
21904,single,yes,no,telephone,否
21905,married,yes,no,unknown,否
21906,married,yes,yes,cellular,否
21907,married,yes,no,cellular,否
21908,single,yes,no,unknown,否
21909,married,no,no,unknown,否
21910,married,yes,no,unknown,否
21911,single,yes,no,cellular,否
21912,divorced,yes,no,unknown,否
21913,single,no,no,unknown,否
21914,married,no,no,cellular,否
21915,married,no,yes,cellular,否
21916,married,no,no,cellular,否
21917,divorced,yes,no,cellular,否
21918,married,yes,no,cellular,否
21919,married,no,no,cellular,否
21920,single,no,no,cellular,否
21921,single,no,no,cellular,否
21922,single,yes,no,unknown,否
21923,married,yes,yes,cellular,否
21924,married,no,no,unknown,否
21925,married,yes,no,telephone,否
21926,married,yes,yes,cellular,否
21927,married,no,no,cellular,否
21928,single,no,no,cellular,否
21929,divorced,yes,no,unknown,否
21930,divorced,yes,no,cellular,否
21931,married,no,no,cellular,否
21932,married,no,no,cellular,否
21933,married,no,no,cellular,否
21934,married,yes,yes,unknown,否
21935,married,no,no,cellular,否
21936,divorced,yes,no,cellular,否
21937,married,no,yes,cellular,否
21938,divorced,no,no,cellular,否
21939,single,yes,yes,cellular,否
21940,married,yes,no,unknown,否
21941,married,yes,no,cellular,否
21942,single,no,no,cellular,否
21943,married,no,yes,cellular,否
21944,divorced,yes,no,unknown,否
21945,single,no,no,cellular,否
21946,married,no,yes,telephone,否
21947,single,yes,no,cellular,否
21948,married,no,no,unknown,否
21949,single,no,no,cellular,否
21950,single,no,no,telephone,否
21951,single,yes,no,cellular,否
21952,married,yes,no,unknown,否
21953,married,yes,no,unknown,否
21954,married,no,no,cellular,否
21955,married,yes,yes,cellular,否
21956,married,yes,no,unknown,否
21957,single,yes,no,unknown,否
21958,married,no,no,unknown,否
21959,married,yes,no,unknown,否
21960,married,yes,no,unknown,否
21961,married,yes,yes,unknown,否
21962,single,no,yes,cellular,否
21963,single,yes,no,cellular,否
21964,single,yes,no,cellular,否
21965,married,yes,no,cellular,否
21966,single,yes,no,cellular,否
21967,divorced,yes,no,unknown,否
21968,married,yes,no,cellular,否
21969,divorced,no,yes,cellular,否
21970,married,no,no,unknown,否
21971,married,yes,no,unknown,否
21972,married,no,yes,telephone,否
21973,married,no,no,unknown,否
21974,single,yes,no,telephone,否
21975,married,yes,no,cellular,否
21976,married,yes,no,cellular,否
21977,married,yes,no,cellular,否
21978,divorced,yes,no,unknown,否
21979,single,no,no,cellular,否
21980,married,no,no,cellular,否
21981,single,no,no,unknown,否
21982,single,yes,yes,unknown,否
21983,divorced,yes,no,unknown,否
21984,married,yes,no,unknown,否
21985,married,yes,yes,cellular,否
21986,single,yes,no,cellular,否
21987,married,yes,no,cellular,否
21988,single,yes,no,unknown,否
21989,divorced,no,no,cellular,否
21990,single,yes,no,cellular,否
21991,married,yes,no,unknown,否
21992,married,yes,yes,cellular,否
21993,married,yes,no,telephone,否
21994,single,yes,no,unknown,否
21995,single,yes,no,cellular,否
21996,married,yes,no,unknown,否
21997,married,yes,no,cellular,否
21998,married,no,no,cellular,否
21999,married,yes,no,cellular,否
22000,married,no,no,cellular,否
22001,married,no,no,unknown,否
22002,married,no,no,cellular,否
22003,married,yes,no,cellular,否
22004,married,yes,no,unknown,否
22005,married,no,no,cellular,否
22006,married,yes,no,cellular,否
22007,married,yes,yes,unknown,否
22008,married,yes,no,cellular,否
22009,single,no,no,cellular,否
22010,single,yes,no,cellular,否
22011,married,no,no,cellular,否
22012,single,yes,no,unknown,否
22013,single,yes,no,unknown,否
22014,married,yes,no,unknown,否
22015,single,yes,no,cellular,否
22016,divorced,yes,no,cellular,否
22017,single,no,no,cellular,否
22018,married,yes,no,cellular,否
22019,married,yes,no,cellular,否
22020,married,yes,no,unknown,否
22021,married,yes,no,unknown,否
22022,married,no,no,cellular,否
22023,single,no,no,cellular,否
22024,divorced,yes,yes,unknown,否
22025,married,yes,no,cellular,否
22026,married,no,no,cellular,否
22027,married,yes,no,unknown,否
22028,married,yes,no,cellular,否
22029,single,no,no,cellular,否
22030,single,no,no,cellular,否
22031,married,yes,no,unknown,否
22032,divorced,yes,no,cellular,否
22033,single,yes,no,cellular,否
22034,married,no,no,cellular,否
22035,married,no,no,cellular,否
22036,married,no,no,cellular,否
22037,married,yes,no,unknown,否
22038,married,no,no,cellular,否
22039,single,yes,no,cellular,否
22040,married,no,no,cellular,否
22041,single,no,no,cellular,否
22042,married,yes,yes,cellular,否
22043,married,yes,yes,unknown,否
22044,single,no,no,cellular,否
22045,married,no,no,cellular,否
22046,married,yes,yes,cellular,否
22047,single,yes,no,cellular,否
22048,married,yes,no,cellular,否
22049,married,no,no,cellular,否
22050,married,no,yes,cellular,否
22051,married,no,no,unknown,否
22052,married,yes,no,unknown,否
22053,married,yes,no,cellular,否
22054,married,no,no,unknown,否
22055,married,no,no,cellular,否
22056,married,no,no,cellular,否
22057,single,no,no,cellular,否
22058,single,yes,no,cellular,否
22059,married,no,no,unknown,否
22060,married,yes,no,cellular,否
22061,single,yes,no,cellular,否
22062,married,no,no,cellular,否
22063,married,yes,no,cellular,否
22064,married,yes,yes,cellular,否
22065,single,yes,no,telephone,否
22066,married,no,no,unknown,否
22067,married,yes,yes,cellular,否
22068,divorced,no,no,cellular,否
22069,married,yes,no,cellular,否
22070,married,no,no,telephone,否
22071,married,yes,no,cellular,否
22072,married,no,no,cellular,否
22073,married,no,no,cellular,否
22074,married,yes,no,cellular,否
22075,single,yes,no,unknown,否
22076,married,no,no,cellular,否
22077,married,yes,no,unknown,否
22078,single,yes,no,unknown,否
22079,married,yes,no,unknown,否
22080,single,yes,no,unknown,否
22081,married,no,no,cellular,否
22082,single,no,no,cellular,否
22083,married,yes,no,cellular,否
22084,single,no,no,telephone,否
22085,single,yes,no,unknown,否
22086,married,yes,no,unknown,否
22087,married,yes,no,cellular,否
22088,married,yes,no,cellular,否
22089,married,no,yes,cellular,否
22090,married,no,no,cellular,否
22091,married,yes,yes,cellular,否
22092,married,no,no,cellular,否
22093,married,no,no,cellular,否
22094,married,yes,no,cellular,否
22095,married,yes,no,unknown,否
22096,married,yes,no,cellular,否
22097,divorced,no,no,cellular,否
22098,single,yes,no,unknown,否
22099,married,yes,no,cellular,否
22100,divorced,yes,no,unknown,否
22101,married,no,no,cellular,否
22102,single,no,no,cellular,否
22103,single,yes,no,cellular,否
22104,married,no,no,cellular,否
22105,single,no,yes,cellular,否
22106,married,no,no,cellular,否
22107,single,yes,no,unknown,否
22108,single,no,no,unknown,否
22109,married,yes,no,telephone,否
22110,married,no,yes,cellular,否
22111,married,yes,no,unknown,否
22112,single,no,no,cellular,否
22113,divorced,no,no,cellular,否
22114,married,yes,no,cellular,否
22115,single,no,no,unknown,否
22116,married,yes,no,unknown,否
22117,single,yes,yes,unknown,否
22118,single,no,no,cellular,否
22119,married,yes,no,unknown,否
22120,married,yes,yes,cellular,否
22121,married,yes,no,cellular,否
22122,married,no,no,cellular,否
22123,married,yes,no,cellular,否
22124,single,no,no,cellular,否
22125,single,yes,yes,unknown,否
22126,married,no,no,cellular,否
22127,married,yes,no,telephone,否
22128,married,yes,no,unknown,否
22129,single,no,no,cellular,否
22130,married,yes,no,unknown,否
22131,married,no,no,cellular,否
22132,divorced,yes,no,cellular,否
22133,divorced,yes,no,cellular,否
22134,divorced,no,no,cellular,否
22135,married,no,no,unknown,否
22136,married,yes,yes,cellular,否
22137,married,no,no,cellular,否
22138,married,no,no,cellular,否
22139,divorced,yes,no,cellular,否
22140,single,no,no,telephone,否
22141,divorced,no,no,unknown,否
22142,married,no,no,cellular,否
22143,married,yes,yes,cellular,否
22144,married,no,no,cellular,否
22145,married,yes,no,cellular,否
22146,single,yes,no,unknown,否
22147,divorced,yes,no,cellular,否
22148,married,no,yes,cellular,否
22149,married,yes,no,cellular,否
22150,married,yes,no,cellular,否
22151,married,yes,no,unknown,否
22152,single,yes,yes,unknown,否
22153,single,no,no,cellular,否
22154,single,yes,no,unknown,否
22155,married,yes,no,cellular,否
22156,married,no,yes,cellular,否
22157,single,no,yes,unknown,否
22158,married,yes,no,cellular,否
22159,single,yes,no,unknown,否
22160,single,yes,no,cellular,否
22161,married,yes,no,unknown,否
22162,divorced,yes,no,cellular,否
22163,married,yes,no,cellular,否
22164,single,no,no,cellular,否
22165,single,yes,no,cellular,否
22166,single,no,no,cellular,否
22167,married,yes,no,cellular,否
22168,single,no,no,cellular,否
22169,married,yes,no,cellular,否
22170,married,yes,no,unknown,否
22171,single,yes,no,unknown,否
22172,divorced,yes,no,unknown,否
22173,married,no,no,unknown,否
22174,married,yes,no,unknown,否
22175,divorced,no,no,unknown,否
22176,married,yes,no,unknown,否
22177,single,no,no,telephone,否
22178,married,yes,no,telephone,否
22179,married,no,yes,cellular,否
22180,married,no,no,cellular,否
22181,married,no,no,cellular,否
22182,married,yes,no,cellular,否
22183,married,no,no,unknown,否
22184,married,yes,yes,cellular,否
22185,married,yes,yes,cellular,否
22186,single,no,no,cellular,否
22187,married,yes,no,cellular,否
22188,single,no,no,unknown,否
22189,married,yes,yes,cellular,否
22190,single,yes,no,unknown,否
22191,married,no,no,cellular,否
22192,divorced,yes,no,unknown,否
22193,married,yes,no,cellular,否
22194,single,yes,no,cellular,否
22195,married,no,no,cellular,否
22196,married,yes,no,cellular,否
22197,divorced,yes,yes,cellular,否
22198,single,yes,yes,unknown,否
22199,married,no,no,cellular,否
22200,married,yes,no,unknown,否
22201,married,no,no,cellular,否
22202,married,yes,no,cellular,否
22203,married,yes,no,unknown,否
22204,single,no,no,unknown,否
22205,married,no,no,cellular,否
22206,married,yes,no,telephone,否
22207,married,yes,no,cellular,否
22208,married,no,no,cellular,否
22209,married,no,no,cellular,否
22210,single,no,yes,cellular,否
22211,married,no,yes,unknown,否
22212,married,yes,yes,unknown,否
22213,married,no,no,unknown,否
22214,married,yes,no,unknown,否
22215,married,yes,no,unknown,否
22216,married,yes,no,unknown,否
22217,married,yes,yes,cellular,否
22218,divorced,yes,yes,cellular,否
22219,married,yes,no,cellular,否
22220,married,yes,yes,cellular,否
22221,married,no,no,cellular,否
22222,single,yes,no,unknown,否
22223,married,yes,no,telephone,否
22224,single,yes,no,cellular,否
22225,married,yes,no,cellular,否
22226,married,yes,no,cellular,否
22227,single,no,no,cellular,否
22228,married,yes,no,unknown,否
22229,divorced,no,no,cellular,否
22230,married,no,no,unknown,否
22231,single,yes,no,telephone,否
22232,married,no,no,cellular,否
22233,married,yes,no,cellular,否
22234,single,yes,no,cellular,否
22235,single,no,no,telephone,否
22236,single,no,no,cellular,否
22237,single,no,no,cellular,否
22238,married,no,no,unknown,否
22239,married,no,no,cellular,否
22240,single,yes,no,cellular,否
22241,single,yes,no,unknown,否
22242,married,no,yes,cellular,否
22243,married,no,no,cellular,否
22244,married,no,no,cellular,否
22245,single,yes,no,unknown,否
22246,married,no,no,telephone,否
22247,married,no,no,cellular,否
22248,divorced,no,no,cellular,否
22249,married,yes,no,cellular,否
22250,single,no,no,cellular,否
22251,married,no,yes,cellular,否
22252,divorced,yes,no,unknown,否
22253,married,yes,no,cellular,否
22254,married,no,no,unknown,否
22255,single,yes,no,cellular,否
22256,married,no,no,unknown,否
22257,married,yes,no,cellular,否
22258,married,no,no,cellular,否
22259,married,no,no,telephone,否
22260,married,yes,no,cellular,否
22261,married,yes,no,cellular,否
22262,married,no,no,cellular,否
